1.02497	0.000134206	0.00993774	0.000175469
1.02682	0.000177507	0.0104216	0.000227179
1.02649	0.000247008	0.0116788	0.000321907
1.02745	0.000402756	0.0140757	0.000413293
0.998265	0.00447256	-0.0387916	0.00451
1.02147	0.00070877	0.0160269	0.000921886
1.0311	0.000522261	0.00717143	0.000384349
1.01445	6.94521e-05	-27.771	3.92741e-06
1.02543	0.000488093	0.016642	0.000684332
1.03624	0.000565911	0.0180615	0.000562307
1.03765	0.000353105	0.0128134	0.000535352
1.03786	0.000413695	0.0137564	0.000410463
1.03722	0.000578502	0.0141567	0.000511501
1.03897	0.000707467	-0.0110346	0.000574897
1.04345	0.000845055	0.00207774	0.000991079
0.979351	0	-0.0055408	0
1.02957	0.000121935	0.0102697	0.000160242
1.03364	0.000168106	0.0111259	0.000219827
1.0357	0.000202334	0.0125418	0.000269533
1.03778	0.000295542	0.0157092	0.000379972
1.03568	0.000433228	0.0163821	0.000485553
1.03706	0.000660301	0.0152044	0.000575536
1.03904	0.0015463	0.019316	0.00155157
1.05763	0.0485903	0.0108454	0.0228314
1.02797	0.000150988	0.0103013	0.000194929
1.03167	0.000199202	0.0099647	0.000259513
1.03166	0.000300191	0.0113157	0.000398951
1.02979	0.000370107	0.0111147	0.000345049
1.02744	0.000601415	0.0118559	0.000549741
1.02594	0.00214447	-0.0117329	0.00130891
1.03379	0.000453801	-0.00175004	0.000353018
-617328	0	321118	0
1.01035	0.000118624	0.00997141	0.000149811
1.0108	0.000151352	0.00991979	0.000186938
1.00762	0.00022505	0.0121645	0.000311613
1.00319	0.00036712	0.0148335	0.000528534
0.995654	0.00032974	0.0123487	0.000298319
0.991382	0.000744943	0.0146434	0.000623074
0.988947	0.000900408	-0.0119175	0.000724373
0.989404	0.000740897	-0.000172829	0.000329552
1.01933	0.000672483	-0.0138009	0.000699395
1.0192	0.000287448	0.0102126	0.000284311
1.01477	0.000364844	0.0122531	0.000529763
1.01038	0.00127957	-0.0195842	0.00162744
1.00814	0.000485963	0.0124442	0.000470359
1.00243	0.000438895	0.0052085	0.000317375
1.00515	0.000220325	-0.00110377	0.000146279
0.978172	0.00175285	0.012153	0.00146774
