1.02481	0.000134584	0.00998102	0.000176923
1.02668	0.000174881	0.0104488	0.000213044
1.0261	0.00024378	0.0112838	0.000318839
1.02756	0.000359897	0.014419	0.000484874
1.00806	0.00367472	-0.0318127	0.00373228
1.02165	0.000778754	0.0158584	0.000740957
1.01181	0.000270823	-0.0022092	0.000210652
1.01314	0.00863616	0.00129716	0.00849592
1.02552	0.000490722	0.0166066	0.000675022
1.03546	0.000589997	0.0187652	0.000585467
1.03716	0.000322216	0.0117842	0.000329477
1.03707	0.000429307	0.0150175	0.000638355
1.03729	0.000502396	0.0138117	0.000434525
1.03559	0.000896607	0.0144978	0.000826898
1.03482	0.00614676	-0.00824924	0.00519499
1.10677	0.00227711	-0.0102587	0.00134283
1.0296	0.00011929	0.0104954	0.000156018
1.03347	0.000169762	0.0112377	0.000228309
1.03556	0.000201045	0.0124781	0.000264615
1.03713	0.00030795	0.0157915	0.0004156
1.03543	0.000411797	0.0165722	0.000620314
1.03626	0.000944261	-0.018753	0.00114001
1.03709	0.00133474	0.0172927	0.00117493
1.0472	0.00128046	0.00354188	0.00107254
1.02769	0.000158166	0.0102297	0.000209869
1.03132	0.000203546	0.00970969	0.000267526
1.03153	0.000269646	0.0113684	0.000339064
1.03059	0.000498187	-0.0124916	0.000481649
1.02851	0.00050655	0.0104578	0.000438541
0.661127	138.992	-0.315611	139.124
1.00056	0.0478211	-0.0334659	0.0458168
0.993682	0.0158208	-0.00337466	0.0102702
1.01027	0.000117581	0.00994193	0.000147994
1.01054	0.000148957	0.00994876	0.000188015
1.00735	0.000239297	0.0121943	0.000343789
1.00342	0.000395446	0.0154355	0.000590278
0.994998	0.00033234	0.0121723	0.000309972
0.99137	0.000845547	0.0150926	0.000719365
0.9879	0.000512103	0.00874325	0.000389643
0.941562	0.0238619	-0.0336773	0.0188809
1.01904	0.000723585	-0.0140127	0.000732814
1.01928	0.000282936	0.0106917	0.000366619
1.01445	0.00033842	0.0118287	0.000479616
1.01105	0.000514585	0.0158361	0.000724632
0.990864	0.00457171	-0.0297801	0.00445779
1.00301	0.00059877	-0.00981609	0.000508849
0.999745	0.000482086	-0.00307589	0.000373635
0.97544	0.00305651	-0.010367	0.00222147
