1.02554	0.000130334	0.00952755	0.000171067
1.02679	0.000178918	0.0104916	0.00023231
1.0264	0.000231494	0.0113395	0.000277409
1.02753	0.000406963	0.0148415	0.000427913
0.990335	0.00645337	-0.0488054	0.0071454
1.02152	0.000758265	0.0151699	0.00100006
1.01212	0.000104861	0.00086483	7.17211e-05
1.01465	0.000143697	0.000879596	9.87805e-05
1.02767	0.000487462	0.0162513	0.000669159
1.0369	0.000544779	0.0171663	0.000525623
1.0386	0.00035504	0.0129315	0.000504409
1.03791	0.00044059	0.0150444	0.000646191
1.03712	0.000524769	0.0146704	0.000480551
1.03793	0.000898418	-0.0110584	0.000763065
1.0574	0.295097	5.84888e-05	2.66425e-05
1.11046	0.0274069	0.00514169	0.0224162
1.03066	0.000117173	0.0101285	0.000152542
1.03472	0.000164666	0.0116061	0.00021038
1.0367	0.000200951	0.0125145	0.000266144
1.03844	0.000307894	0.015243	0.000388433
1.03622	0.000480092	0.0170631	0.000830566
1.0378	0.000868177	-0.0183529	0.000848578
1.03848	0.000943639	0.0141761	0.000748566
1.05854	0.0066035	0.0104885	0.00581576
1.0296	0.000155564	0.010381	0.000199611
1.03311	0.00020027	0.00995694	0.000262766
1.03313	0.000280186	0.011517	0.000355478
1.03129	0.000425689	0.0124112	0.000424586
1.03087	0.000698882	0.0130009	0.000705117
1.02886	0.00103281	-0.00961715	0.000594495
1.02748	0.00209727	0.00463522	0.0018074
1.01055	0.0139912	-0.000897553	0.00965584
1.01011	0.000121706	0.0101897	0.000158533
1.01096	0.000148426	0.0102231	0.000186653
1.00764	0.000223775	0.0121153	0.000305313
1.00336	0.000360235	0.0147056	0.000514023
0.994871	0.000322628	0.0117072	0.000298296
0.99083	0.000603253	0.0135803	0.000492772
1.05364	0.0224718	-0.0537683	0.0148013
1.00023	0.000469185	0.00245394	0.000290295
1.01984	0.000759576	-0.0139818	0.000779693
1.02082	0.00027955	0.0105723	0.000373351
1.01603	0.000396825	0.0126658	0.000589792
1.0114	0.00137366	-0.0187395	0.00146131
1.00962	0.00100411	-0.014813	0.000923179
1.00233	0.000444092	0.00660889	0.000312111
1.00782	0.00227005	-0.00737989	0.00146703
-0.620385	0	-0.975853	0
